1232.000000	128.000000	68.125000	-179.890137	0.439453	0.000000	320	1.330610	1	10000	0	1	0
1232.000000	128.000000	68.125000	-179.890137	0.439453	0.000000	320	1.418674	1	10000	0	1	0
1232.000000	128.000000	68.125000	-179.890137	0.439453	0.000000	320	1.517792	1	10000	0	1	0
1222.550781	127.994423	68.125000	-179.890137	0.439453	0.000000	320	1.605775	1	10000	0	1	0
1195.259888	127.980202	68.125000	-179.670410	0.219727	0.000000	320	1.704791	1	10000	0	1	0
1163.579346	127.967957	68.125000	-179.670410	0.219727	0.000000	320	1.803750	1	10000	0	1	0
1133.474854	127.962517	68.125000	177.143555	0.329590	0.000000	320	1.902879	1	10000	0	1	0
1116.810791	127.962517	68.125000	162.625122	1.318359	0.000000	320	1.990880	1	10000	0	1	0
1106.166504	127.962517	68.125000	132.044678	2.087402	0.000000	320	1.090174	1	10000	0	1	0
1101.453003	127.962517	68.125000	100.360107	2.087402	0.000000	320	1.189422	1	10000	0	1	0
1101.059326	127.962517	68.125000	74.404907	2.197266	0.000000	320	2.277240	2	10000	0	2	0
1101.059326	127.962517	68.125000	64.720459	0.769043	0.000000	320	2.376090	2	10000	0	2	0
1101.059326	127.962517	68.125000	50.861206	-1.977539	0.000000	320	2.475065	2	10000	0	2	0
1101.059326	127.962517	68.125000	36.123047	-4.394531	0.000000	320	2.573903	2	10000	0	2	0
1101.059326	127.962517	68.125000	36.123047	-4.509888	0.000000	320	2.661827	2	10000	0	2	0
1101.059326	127.962517	68.125000	36.452637	-4.509888	0.000000	320	2.760830	2	10000	0	2	0
1101.059326	127.962517	68.125000	37.111816	-4.509888	0.000000	320	2.859928	2	10000	0	2	0
1109.418335	117.389557	68.125000	41.621704	-4.174805	0.000000	320	2.958996	2	10000	0	2	0
1128.557983	100.307732	68.125000	50.421753	-3.845215	0.000000	320	2.047351	2	10000	0	2	0
1160.957397	94.509529	68.125000	60.540161	-3.845215	0.000000	320	2.146503	2	10000	0	2	0
1186.981079	103.048973	68.125000	63.621826	-3.955078	0.000000	320	3.245027	3	10000	0	3	0
1199.264526	107.262024	68.125000	64.390869	-3.845215	0.000000	320	3.333024	3	10000	0	3	0
1206.916504	109.850464	68.125000	65.275269	-3.955078	0.000000	320	3.432306	3	10000	0	3	0
1208.996094	110.596825	68.125000	73.965454	-4.839478	0.000000	320	3.531380	3	10000	0	3	0
1209.835449	114.366333	68.125000	78.030396	-5.938110	0.000000	320	3.630492	3	10000	0	3	0
1212.123169	125.073540	68.125000	78.140259	-5.938110	0.000000	320	3.718312	3	10000	0	3	0
1213.461914	131.416672	68.125000	79.354248	-7.366333	0.000000	320	3.817249	3	10000	0	3	0
1213.694092	132.520187	68.125000	83.424683	-11.766357	0.000000	320	3.916290	3	10000	0	3	0
1213.694092	132.520187	68.125000	85.292358	-16.386108	0.000000	320	3.015284	3	10000	0	3	0
1213.694092	132.520187	68.125000	85.292358	-18.369141	0.000000	320	3.103448	3	10000	0	3	0
1213.694092	132.520187	68.125000	85.182495	-23.648071	0.000000	320	3.202442	3	10000	0	3	0
1213.694092	132.520187	68.125000	87.604980	-19.797363	0.000000	320	4.301544	4	10000	0	4	0
1213.694092	132.520187	68.125000	124.782715	-6.267700	0.000000	320	4.400341	4	10000	0	4	0
1213.694092	132.520187	68.125000	147.002563	-7.805786	0.000000	320	4.487993	4	10000	0	4	0
1213.694092	132.520187	68.125000	148.211060	-8.135376	0.000000	320	4.586954	4	10000	0	4	0
1213.187622	132.826508	68.125000	148.760376	-8.135376	0.000000	320	4.685958	4	10000	0	4	0
1200.617310	139.047424	68.125000	165.701294	-8.025513	0.000000	320	4.773862	4	10000	0	4	0
1170.704834	148.241196	68.125000	171.974487	-7.586060	0.000000	320	4.872821	4	10000	0	4	0
1137.355835	147.657379	68.125000	171.864624	-7.366333	0.000000	320	4.971850	4	10000	0	4	0
1105.921387	137.642242	68.125000	166.250610	-6.487427	0.000000	320	4.070840	4	10000	0	4	0
1076.072632	131.021622	76.125000	165.591431	-6.267700	0.000000	320	4.158749	4	10000	0	4	0
1042.822998	131.210739	92.125000	156.351929	-4.949341	0.000000	320	5.257945	5	10000	0	5	0
1014.144714	137.030701	92.125000	147.661743	-2.856445	0.000000	320	5.346204	5	10000	0	5	0
986.808716	148.125565	92.125000	130.281372	0.659180	0.000000	320	5.434021	5	10000	0	5	0
959.273865	166.339920	92.125000	130.171509	0.659180	0.000000	320	5.533468	5	10000	0	5	0
937.809753	184.629501	92.125000	131.050415	0.549316	0.000000	320	5.621173	5	10000	0	5	0
917.031982	204.714752	92.125000	131.270142	0.549316	0.000000	320	5.708997	5	10000	0	5	0
